term,layer,layer_name,definition,source,auto_quality_notes,reviewer_verdict,corrected_definition,reviewer_comment,review_date
棉纺织及印染精加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,棉、棉型化纤（化纤短丝）纺织及印染精加工。,国民经济行业分类注释,,,,,
化纤织造及印染精加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,经纬双向或经向以化纤长丝(不包括化纤短纤)为主要原料生产的机织物。,国民经济行业分类注释,,,,,
机织服装制造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,以机织面料为主要原料，缝制各种男、女服装，以及儿童成衣的活动；包括非自产原料制作的服装，以及固定生产地点的服装制作活动。,国民经济行业分类注释,,,,,
针织或钩针编织服装制造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,以针织、钩针编织面料为主要原料，经裁剪后缝制各种男、女服装，以及儿童成衣的活动。,国民经济行业分类注释,,,,,
服饰制造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,帽子、手套、围巾、领带、领结、手绢，以及袜子等服装饰品的加工。,国民经济行业分类注释,,,,,
合成纤维制造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,以石油、天然气、煤等为主要原料，用有机合成的方法制成单体，聚合后经纺丝加工生产纤维的活动。,国民经济行业分类注释,,,,,
棉纺纱加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指以棉及棉型化学纤维为主要原料进行的纺纱加工,国民经济行业分类(GBT4754-2017),,,,,
棉织造加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指以棉纱、混纺纱、化学纤维纱为主要原料进行的机织物织造加工,国民经济行业分类(GBT4754-2017),,,,,
棉印染精加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指对非自产的棉和化学纤维织物进行漂白、染色、印花、轧光、起绒、缩水等工序的加工,国民经济行业分类(GBT4754-2017),,,,,
毛条和毛纱线加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指以毛及毛型化学纤维为原料进行梳条的加工，按毛纺工艺（精梳、粗梳、半精梳）进行纺纱的加工,国民经济行业分类(GBT4754-2017),,,,,
毛织造加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指毛及毛型化学纤维纱线为原料进行的机织物织造加工,国民经济行业分类(GBT4754-2017),,,,,
毛染整精加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指对非自产的毛织物进行漂白、染色、印花等工序的染整精加工,国民经济行业分类(GBT4754-2017),,,,,
麻纤维纺前加工和纺纱,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指以苎麻、亚麻、大麻、黄麻、剑麻、罗布麻等为原料的纺前纤维加工和纺纱加工,国民经济行业分类(GBT4754-2017),,,,,
麻织造加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指以苎麻、亚麻、大麻、黄麻、剑麻、罗布麻纤维纱线等为主要原料的机织物织造加工,国民经济行业分类(GBT4754-2017),,,,,
麻染整精加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指对非自产的麻织物进行漂白、染色、印花等工序的染整精加工,国民经济行业分类(GBT4754-2017),,,,,
缫丝加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指由蚕茧经过加工缫制成丝的活动,国民经济行业分类(GBT4754-2017),,,,,
绢纺和丝织加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指以丝为主要原料进行的丝织物织造加工,国民经济行业分类(GBT4754-2017),,,,,
丝印染精加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指对非自产的丝织物进行漂白、染色、印花、轧光、起绒、缩水等工序的加工,国民经济行业分类(GBT4754-2017),,,,,
化纤织造加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指以化纤长丝（含有色长丝）为主要原料生产的机织坯布、色织布,国民经济行业分类(GBT4754-2017),,,,,
化纤织物染整精加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指对化纤长丝坯布进行漂白、染色、印花、轧光、起绒、缩水等染整工序的加工,国民经济行业分类(GBT4754-2017),,,,,
针织或钩针编织物织造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指采用经编、纬编、横编及钩针编工艺进行的针织物织造加工,国民经济行业分类(GBT4754-2017),,,,,
针织或钩针编织物印染精加工,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指对非自产的针织品进行漂白、染色、印花、轧光、起绒、缩水等工序的加工,国民经济行业分类(GBT4754-2017),,,,,
针织或钩针编织品制造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指除针织或钩针编织服装以外的其他针织品或钩针编织品的加工,国民经济行业分类(GBT4754-2017),,,,,
床上用品制造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指以棉、麻、丝、毛、化学纤维等纤维及纺织品为主要原料，加工制造床上用品（包括含有填充物的被子、睡袋、枕头等类产品）的生产活动,国民经济行业分类(GBT4754-2017),,,,,
毛巾类制品制造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指以棉、麻、丝及化学纤维等为主要原料，加工制造毛巾类产品的生产活动,国民经济行业分类(GBT4754-2017),,,,,
窗帘、布艺类产品制造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指以棉、麻、丝、毛及化学纤维等为主要原料，加工制造窗帘、各种装饰罩（套）、靠垫、坐垫、贮物袋等生活用布艺产品的生产活动,国民经济行业分类(GBT4754-2017),,,,,
其他家用纺织制成品制造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指以棉、麻、丝、毛及化学纤维等为主要原料，加工制造毛毯、桌布、台布、餐巾、擦布、洗碗巾等餐厨生活制品的其他家用纺织制成品生产活动,国民经济行业分类(GBT4754-2017),,,,,
产业用纺织制成品制造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,也称产业用纺织制成品制造,国民经济行业分类(GBT4754-2017),,,,,
非织造布制造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指定向随机排列的纤维，通过磨擦、抱合或粘合，或者这些方法的组合而相互结合制成的片状物、纤网或絮垫的生产活动；所用纤维可以是天然纤维、化学纤维和无机纤维，也可以是短纤维、长丝或直接形成的纤维状物,国民经济行业分类(GBT4754-2017),,,,,
绳、索、缆制造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指用天然纤维和化学纤维制造绳、索具、缆绳、合股线的生产活动,国民经济行业分类(GBT4754-2017),,,,,
纺织带和帘子布制造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指帘子布、复合材料用基布、输送带基布、传送带和胶管等增强材料的生产活动,国民经济行业分类(GBT4754-2017),,,,,
篷、帆布制造,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,指车用篷布、帐篷布、鞋用纺织材料、灯箱布等纺织材料的生产活动,国民经济行业分类(GBT4754-2017),,,,,
